0.000000	0.000000
0.000000	0.010334
0.020408	0.015385
0.040816	0.020192
0.061224	0.024756
0.081633	0.029080
0.102041	0.033165
0.122449	0.037012
0.142857	0.040625
0.163265	0.044004
0.183673	0.047151
0.204082	0.050069
0.224490	0.052759
0.244898	0.055222
0.265306	0.057461
0.285714	0.059478
0.306122	0.061273
0.326531	0.062850
0.346939	0.064210
0.367347	0.065354
0.387755	0.066285
0.408163	0.067004
0.428571	0.067513
0.448980	0.067814
0.469388	0.067908
0.489796	0.067798
0.510204	0.067486
0.530612	0.066972
0.551020	0.066260
0.571429	0.065350
0.591837	0.064244
0.612245	0.062945
0.632653	0.061455
0.653061	0.059774
0.673469	0.057905
0.693878	0.055849
0.714286	0.053609
0.734694	0.051186
0.755102	0.048582
0.775510	0.045798
0.795918	0.042838
0.816327	0.039702
0.836735	0.036392
0.857143	0.032910
0.877551	0.029257
0.897959	0.025437
0.918367	0.021450
0.938776	0.017298
0.959184	0.012983
0.979592	0.008507
1.000000	0.003872
1.000000	-0.001583
0.979592	-0.001605
0.959184	-0.001685
0.938776	-0.001821
0.918367	-0.002009
0.897959	-0.002245
0.877551	-0.002526
0.857143	-0.002848
0.836735	-0.003209
0.816327	-0.003605
0.795918	-0.004032
0.775510	-0.004486
0.755102	-0.004966
0.734694	-0.005466
0.714286	-0.005984
0.693878	-0.006516
0.673469	-0.007059
0.653061	-0.007610
0.632653	-0.008164
0.612245	-0.008719
0.591837	-0.009271
0.571429	-0.009816
0.551020	-0.010352
0.530612	-0.010875
0.510204	-0.011381
0.489796	-0.011867
0.469388	-0.012329
0.448980	-0.012765
0.428571	-0.013171
0.408163	-0.013542
0.387755	-0.013877
0.367347	-0.014171
0.346939	-0.014421
0.326531	-0.014624
0.306122	-0.014775
0.285714	-0.014873
0.265306	-0.014913
0.244898	-0.014891
0.224490	-0.014806
0.204082	-0.014652
0.183673	-0.014427
0.163265	-0.014127
0.142857	-0.013749
0.122449	-0.013289
0.102041	-0.012744
0.081633	-0.012111
0.061224	-0.011385
0.040816	-0.010565
0.020408	-0.009645
