0.000000	0.000000
0.001070	0.013305
0.021456	0.021671
0.041843	0.029426
0.062229	0.036587
0.082615	0.043170
0.103002	0.049191
0.123388	0.054666
0.143774	0.059611
0.164161	0.064043
0.184547	0.067977
0.204933	0.071430
0.225320	0.074419
0.245706	0.076958
0.266092	0.079065
0.286479	0.080754
0.306865	0.082044
0.327251	0.082949
0.347638	0.083486
0.368024	0.083672
0.388410	0.083521
0.408797	0.083051
0.429183	0.082277
0.449569	0.081216
0.469956	0.079884
0.490342	0.078296
0.510728	0.076470
0.531114	0.074421
0.551501	0.072166
0.571887	0.069720
0.592273	0.067100
0.612660	0.064322
0.633046	0.061401
0.653432	0.058355
0.673819	0.055200
0.694205	0.051951
0.714591	0.048625
0.734978	0.045237
0.755364	0.041805
0.775750	0.038343
0.796137	0.034869
0.816523	0.031399
0.836909	0.027948
0.857296	0.024533
0.877682	0.021170
0.898068	0.017874
0.918455	0.014664
0.938841	0.011553
0.959227	0.008559
0.979614	0.005698
1.000000	0.002986
1.000000	-0.000693
0.979679	0.002598
0.959358	0.005453
0.939038	0.007893
0.918717	0.009936
0.898396	0.011600
0.878075	0.012903
0.857754	0.013865
0.837433	0.014504
0.817113	0.014838
0.796792	0.014886
0.776471	0.014667
0.756150	0.014199
0.735829	0.013500
0.715509	0.012589
0.695188	0.011485
0.674867	0.010206
0.654546	0.008771
0.634225	0.007199
0.613904	0.005507
0.593584	0.003714
0.573263	0.001840
0.552942	-0.000099
0.532621	-0.002082
0.512300	-0.004091
0.491980	-0.006109
0.471659	-0.008115
0.451338	-0.010093
0.431017	-0.012023
0.410696	-0.013886
0.390376	-0.015665
0.370055	-0.017340
0.349734	-0.018894
0.329413	-0.020307
0.309092	-0.021561
0.288771	-0.022637
0.268451	-0.023517
0.248130	-0.024183
0.227809	-0.024615
0.207488	-0.024796
0.187167	-0.024706
0.166847	-0.024328
0.146526	-0.023642
0.126205	-0.022630
0.105884	-0.021274
0.085563	-0.019555
0.065242	-0.017454
0.044922	-0.014954
0.024601	-0.012034
0.000000	0.000000
