0.000000	0.000000
0.000000	0.019008
0.020408	0.032643
0.040816	0.045286
0.061224	0.056963
0.081633	0.067701
0.102041	0.077527
0.122449	0.086466
0.142857	0.094544
0.163265	0.101789
0.183673	0.108227
0.204082	0.113884
0.224490	0.118785
0.244898	0.122959
0.265306	0.126431
0.285714	0.129227
0.306122	0.131373
0.326531	0.132897
0.346939	0.133824
0.367347	0.134181
0.387755	0.133995
0.408163	0.133290
0.428571	0.132095
0.448980	0.130435
0.469388	0.128337
0.489796	0.125826
0.510204	0.122930
0.530612	0.119675
0.551020	0.116086
0.571429	0.112192
0.591837	0.108016
0.612245	0.103587
0.632653	0.098931
0.653061	0.094073
0.673469	0.089041
0.693878	0.083860
0.714286	0.078557
0.734694	0.073158
0.755102	0.067690
0.775510	0.062179
0.795918	0.056652
0.816327	0.051134
0.836735	0.045652
0.857143	0.040233
0.877551	0.034902
0.897959	0.029687
0.918367	0.024613
0.938776	0.019707
0.959184	0.014995
0.979592	0.010504
1.000000	0.006260
1.000000	-0.003111
0.979592	-0.003896
0.959184	-0.004767
0.938776	-0.005717
0.918367	-0.006740
0.897959	-0.007828
0.877551	-0.008975
0.857143	-0.010175
0.836735	-0.011420
0.816327	-0.012704
0.795918	-0.014021
0.775510	-0.015363
0.755102	-0.016724
0.734694	-0.018098
0.714286	-0.019478
0.693878	-0.020857
0.673469	-0.022228
0.653061	-0.023585
0.632653	-0.024921
0.612245	-0.026230
0.591837	-0.027505
0.571429	-0.028739
0.551020	-0.029925
0.530612	-0.031058
0.510204	-0.032129
0.489796	-0.033133
0.469388	-0.034064
0.448980	-0.034913
0.428571	-0.035675
0.408163	-0.036343
0.387755	-0.036911
0.367347	-0.037371
0.346939	-0.037717
0.326531	-0.037942
0.306122	-0.038040
0.285714	-0.038005
0.265306	-0.037828
0.244898	-0.037505
0.224490	-0.037028
0.204082	-0.036390
0.183673	-0.035584
0.163265	-0.034605
0.142857	-0.033446
0.122449	-0.032099
0.102041	-0.030559
0.081633	-0.028818
0.061224	-0.026870
0.040816	-0.024708
0.020408	-0.022326
