0.000000	0.000000
0.000000	0.011820
0.020408	0.016978
0.040816	0.021724
0.061224	0.026072
0.081633	0.030033
0.102041	0.033619
0.122449	0.036843
0.142857	0.039715
0.163265	0.042248
0.183673	0.044454
0.204082	0.046344
0.224490	0.047932
0.244898	0.049228
0.265306	0.050245
0.285714	0.050994
0.306122	0.051488
0.326531	0.051739
0.346939	0.051758
0.367347	0.051557
0.387755	0.051148
0.408163	0.050544
0.428571	0.049756
0.448980	0.048796
0.469388	0.047676
0.489796	0.046408
0.510204	0.045004
0.530612	0.043476
0.551020	0.041836
0.571429	0.040096
0.591837	0.038267
0.612245	0.036362
0.632653	0.034393
0.653061	0.032371
0.673469	0.030309
0.693878	0.028218
0.714286	0.026111
0.734694	0.023998
0.755102	0.021894
0.775510	0.019808
0.795918	0.017754
0.816327	0.015742
0.836735	0.013786
0.857143	0.011897
0.877551	0.010086
0.897959	0.008367
0.918367	0.006750
0.938776	0.005248
0.959184	0.003873
0.979592	0.002636
1.000000	0.001550
1.000000	-0.001351
0.979592	-0.002469
0.959184	-0.003734
0.938776	-0.005135
0.918367	-0.006661
0.897959	-0.008299
0.877551	-0.010037
0.857143	-0.011865
0.836735	-0.013770
0.816327	-0.015739
0.795918	-0.017762
0.775510	-0.019826
0.755102	-0.021920
0.734694	-0.024031
0.714286	-0.026149
0.693878	-0.028260
0.673469	-0.030353
0.653061	-0.032417
0.632653	-0.034439
0.612245	-0.036408
0.591837	-0.038311
0.571429	-0.040138
0.551020	-0.041875
0.530612	-0.043512
0.510204	-0.045035
0.489796	-0.046435
0.469388	-0.047698
0.448980	-0.048812
0.428571	-0.049767
0.408163	-0.050550
0.387755	-0.051149
0.367347	-0.051552
0.346939	-0.051748
0.326531	-0.051724
0.306122	-0.051469
0.285714	-0.050971
0.265306	-0.050219
0.244898	-0.049199
0.224490	-0.047901
0.204082	-0.046313
0.183673	-0.044422
0.163265	-0.042217
0.142857	-0.039686
0.122449	-0.036818
0.102041	-0.033599
0.081633	-0.030019
0.061224	-0.026066
0.040816	-0.021727
0.020408	-0.016992
