0.000000	0.000000
0.000000	0.038882
0.020408	0.050286
0.040816	0.060579
0.061224	0.069798
0.081633	0.077985
0.102041	0.085177
0.122449	0.091414
0.142857	0.096735
0.163265	0.101178
0.183673	0.104785
0.204082	0.107592
0.224490	0.109640
0.244898	0.110967
0.265306	0.111613
0.285714	0.111617
0.306122	0.111017
0.326531	0.109854
0.346939	0.108166
0.367347	0.105992
0.387755	0.103371
0.408163	0.100343
0.428571	0.096947
0.448980	0.093221
0.469388	0.089205
0.489796	0.084939
0.510204	0.080460
0.530612	0.075809
0.551020	0.071024
0.571429	0.066144
0.591837	0.061209
0.612245	0.056258
0.632653	0.051330
0.653061	0.046463
0.673469	0.041698
0.693878	0.037073
0.714286	0.032627
0.734694	0.028400
0.755102	0.024430
0.775510	0.020757
0.795918	0.017420
0.816327	0.014458
0.836735	0.011910
0.857143	0.009815
0.877551	0.008212
0.897959	0.007141
0.918367	0.006641
0.938776	0.006750
0.959184	0.007508
0.979592	0.008954
1.000000	0.011126
1.000000	-0.009940
0.979614	-0.006802
0.959227	-0.004376
0.938841	-0.002625
0.918455	-0.001515
0.898068	-0.001008
0.877682	-0.001070
0.857296	-0.001665
0.836909	-0.002758
0.816523	-0.004312
0.796137	-0.006291
0.775750	-0.008661
0.755364	-0.011386
0.734978	-0.014430
0.714591	-0.017756
0.694205	-0.021331
0.673819	-0.025117
0.653432	-0.029080
0.633046	-0.033183
0.612660	-0.037391
0.592273	-0.041668
0.571887	-0.045979
0.551501	-0.050288
0.531114	-0.054559
0.510728	-0.058757
0.490342	-0.062845
0.469956	-0.066789
0.449569	-0.070553
0.429183	-0.074100
0.408797	-0.077396
0.388410	-0.080404
0.368024	-0.083089
0.347638	-0.085415
0.327251	-0.087347
0.306865	-0.088849
0.286479	-0.089885
0.266092	-0.090420
0.245706	-0.090418
0.225320	-0.089843
0.204933	-0.088659
0.184547	-0.086832
0.164161	-0.084324
0.143774	-0.081102
0.123388	-0.077128
0.103002	-0.072367
0.082615	-0.066784
0.062229	-0.060343
0.041843	-0.053008
0.021456	-0.044744
0.000000	0.000000
